row_index,command_id,has_expiry_metadata,validity_horizon_H_t,half_life_steps,expires_at_step,validity_status,expiry_consistent
258,stale_sensor-55-dc3s_wrapped-0066,False,,,,,True
259,stale_sensor-55-dc3s_wrapped-0067,False,,,,,True
260,stale_sensor-55-dc3s_wrapped-0068,False,,,,,True
261,stale_sensor-55-dc3s_wrapped-0069,False,,,,,True
262,stale_sensor-55-dc3s_wrapped-0070,False,,,,,True
263,stale_sensor-55-dc3s_wrapped-0071,False,,,,,True
264,stale_sensor-55-dc3s_wrapped-0072,False,,,,,True
265,stale_sensor-55-dc3s_wrapped-0073,False,,,,,True
266,stale_sensor-55-dc3s_wrapped-0074,False,,,,,True
267,stale_sensor-55-dc3s_wrapped-0075,False,,,,,True
268,stale_sensor-55-dc3s_wrapped-0076,False,,,,,True
269,stale_sensor-55-dc3s_wrapped-0077,False,,,,,True
270,stale_sensor-55-dc3s_wrapped-0078,False,,,,,True
271,stale_sensor-55-dc3s_wrapped-0079,False,,,,,True
272,stale_sensor-55-dc3s_wrapped-0080,False,,,,,True
273,stale_sensor-55-dc3s_wrapped-0081,False,,,,,True
274,stale_sensor-55-dc3s_wrapped-0082,False,,,,,True
275,stale_sensor-55-dc3s_wrapped-0083,False,,,,,True
276,stale_sensor-55-dc3s_wrapped-0084,False,,,,,True
277,stale_sensor-55-dc3s_wrapped-0085,False,,,,,True
278,stale_sensor-55-dc3s_wrapped-0086,False,,,,,True
279,stale_sensor-55-dc3s_wrapped-0087,False,,,,,True
280,stale_sensor-55-dc3s_wrapped-0088,False,,,,,True
281,stale_sensor-55-dc3s_wrapped-0089,False,,,,,True
282,stale_sensor-55-dc3s_wrapped-0090,False,,,,,True
283,stale_sensor-55-dc3s_wrapped-0091,False,,,,,True
284,stale_sensor-55-dc3s_wrapped-0092,False,,,,,True
285,stale_sensor-55-dc3s_wrapped-0093,False,,,,,True
286,stale_sensor-55-dc3s_wrapped-0094,False,,,,,True
287,stale_sensor-55-dc3s_wrapped-0095,False,,,,,True
